Name,Brand,Category,Price,Rating,Ingredients,Description,price_category,dry_skin_compatibility,oily_skin_compatibility,sensitive_skin_compatibility,combination_skin_compatibility,normal_skin_compatibility
The Ordinary Moisturizer Fish,The Ordinary,Moisturizer,71.24,3.1,Witch Hazel Hyaluronic Acid Glycolic Acid,A revitalizing and nourishing moisturizer enriched with Witch Hazel and Hyaluronic Acid,luxury,0.5,0.5,0.0,0.5,0.0
Estee Lauder Serum Although,Estee Lauder,Serum,41.61,4.3,Green Tea Centella Asiatica Allantoin Green Tea Panthenol Aloe Vera,A mattifying and calming serum enriched with Green Tea and Centella Asiatica,affordable,0.5,0.0,1.0,0.5,0.5
Fenty Beauty Lipstick Certainly,Fenty Beauty,Lipstick,43.81,4.4,Chamomile Green Tea Madecassoside,A anti aging and pore minimizing lipstick enriched with Chamomile and Green Tea,affordable,0.0,0.0,1.0,0.0,0.0
Tatcha Serum Consumer,Tatcha,Serum,83.18,4.0,Aloe Vera Hyaluronic Acid Antioxidants Vitamin C Niacinamide Peptides,A brightening and clarifying serum enriched with Aloe Vera and Hyaluronic Acid,luxury,1.0,0.5,0.5,1.0,1.0
NYX Serum Perform,NYX,Serum,19.28,4.3,Clay Shea Butter Ceramides Hyaluronic Acid Vitamin E Glycerin Squalane Jojoba Oil,A pore minimizing and soothing serum enriched with Clay and Shea Butter,budget,1.0,0.5,0.0,1.0,0.5
Maybelline Sunscreen When,Maybelline,Sunscreen,78.75,3.7,Witch Hazel Ceramides Charcoal Tea Tree Oil,A mattifying and calming sunscreen enriched with Witch Hazel and Ceramides,luxury,0.5,1.0,0.0,0.0,0.0
The Ordinary Eyeshadow Himself,The Ordinary,Eyeshadow,42.65,4.5,Hyaluronic Acid Avocado Oil Ceramides,A nourishing and hydrating eyeshadow enriched with Hyaluronic Acid and Avocado Oil,affordable,1.0,0.0,0.0,0.5,0.0
Neutrogena Sunscreen Cultural,Neutrogena,Sunscreen,20.91,3.4,Hyaluronic Acid Oatmeal Squalane Centella Asiatica,A pore minimizing and hydrating sunscreen enriched with Hyaluronic Acid and Oatmeal,budget,1.0,0.0,1.0,0.5,0.0
NYX Moisturizer Growth,NYX,Moisturizer,69.02,3.7,Vitamin E Aloe Vera Avocado Oil Argan Oil,A soothing and anti aging moisturizer enriched with Vitamin E and Aloe Vera,premium,0.5,0.0,0.5,1.0,1.0
Clinique Foundation Until,Clinique,Foundation,88.19,4.3,Avocado Oil Green Tea Ceramides,A calming and clarifying foundation enriched with Avocado Oil and Green Tea,luxury,0.5,0.0,0.5,0.0,0.0
Clinique Mask Second,Clinique,Mask,68.79,3.7,Zinc Clay Tea Tree Oil Vitamin C Glycolic Acid Allantoin,A clarifying and revitalizing mask enriched with Zinc and Clay,premium,0.0,1.0,0.5,0.0,0.5
Fenty Beauty Blush Charge,Fenty Beauty,Blush,8.35,3.6,Aloe Vera Bisabolol Green Tea Oatmeal Calendula Chamomile,A pore minimizing and hydrating blush enriched with Aloe Vera and Bisabolol,budget,0.5,0.0,1.0,0.5,0.5
Neutrogena Moisturizer Order,Neutrogena,Moisturizer,71.57,3.2,Vitamin E Zinc Coenzyme Q10,A pore minimizing and soothing moisturizer enriched with Vitamin E and Zinc,luxury,0.0,0.5,0.0,0.5,1.0
Glossier Mask Heart,Glossier,Mask,13.84,4.5,Zinc Kaolin Salicylic Acid Shea Butter,A hydrating and mattifying mask enriched with Zinc and Kaolin,budget,0.5,1.0,0.0,0.0,0.0
Glossier Concealer Spring,Glossier,Concealer,26.51,3.3,Shea Butter Aloe Vera Oatmeal,A clarifying and mattifying concealer enriched with Shea Butter and Aloe Vera,budget,1.0,0.0,1.0,0.5,0.5
Rare Beauty Concealer Difference,Rare Beauty,Concealer,55.13,4.9,Ceramides Centella Asiatica Glycerin Vitamin E Argan Oil Hyaluronic Acid Jojoba Oil,A brightening and hydrating concealer enriched with Ceramides and Centella Asiatica,premium,1.0,0.0,0.5,1.0,0.5
Estee Lauder Foundation Box,Estee Lauder,Foundation,37.21,4.8,Vitamin E Argan Oil,A revitalizing and nourishing foundation enriched with Vitamin E and Argan Oil,affordable,0.0,0.0,0.0,0.5,0.5
Clinique Concealer Manage,Clinique,Concealer,37.12,4.6,Hyaluronic Acid Clay Squalane Madecassoside,A clarifying and anti aging concealer enriched with Hyaluronic Acid and Clay,affordable,1.0,0.5,0.0,0.5,0.0
The Ordinary Blush Size,The Ordinary,Blush,68.79,4.8,Avocado Oil Jojoba Oil Glycerin,A pore minimizing and mattifying blush enriched with Avocado Oil and Jojoba Oil,premium,1.0,0.0,0.0,1.0,0.0
Fenty Beauty Cleanser Season,Fenty Beauty,Cleanser,11.67,4.1,Glycerin Ceramides Shea Butter,A soothing and nourishing cleanser enriched with Glycerin and Ceramides,budget,1.0,0.0,0.0,0.5,0.0
Laneige Concealer Probably,Laneige,Concealer,78.38,5.0,Niacinamide Kaolin Zinc Vitamin E Panthenol Charcoal,A nourishing and clarifying concealer enriched with Niacinamide and Kaolin,luxury,0.0,1.0,0.0,1.0,0.5
CeraVe Foundation Provide,CeraVe,Foundation,88.29,4.9,Ceramides Vitamin E Madecassoside Green Tea,A mattifying and calming foundation enriched with Ceramides and Vitamin E,luxury,0.5,0.0,0.5,0.5,0.5
Drunk Elephant Serum Their,Drunk Elephant,Serum,19.51,3.6,Tea Tree Oil Glycolic Acid Aloe Vera Witch Hazel Panthenol,A calming and soothing serum enriched with Tea Tree Oil and Glycolic Acid,budget,0.5,1.0,0.5,0.5,0.5
Innisfree Cleanser These,Innisfree,Cleanser,51.73,4.6,Vitamin E Ceramides Glycerin Squalane,A brightening and calming cleanser enriched with Vitamin E and Ceramides,premium,1.0,0.0,0.0,1.0,0.5
L Oreal Eyeshadow Simple,L Oreal,Eyeshadow,31.76,4.5,Glycerin Witch Hazel Allantoin Aloe Vera Jojoba Oil Hyaluronic Acid Argan Oil Ceramides,A mattifying and hydrating eyeshadow enriched with Glycerin and Witch Hazel,affordable,1.0,0.5,1.0,1.0,0.5
Clinique Sunscreen Major,Clinique,Sunscreen,30.22,3.7,Oatmeal Green Tea Centella Asiatica,A brightening and nourishing sunscreen enriched with Oatmeal and Green Tea,affordable,0.0,0.0,1.0,0.0,0.0
Drunk Elephant Blush Evidence,Drunk Elephant,Blush,16.69,4.9,Aloe Vera Jojoba Oil Niacinamide Calendula Glycerin,A mattifying and hydrating blush enriched with Aloe Vera and Jojoba Oil,budget,1.0,0.5,1.0,1.0,0.5
Innisfree Sunscreen Himself,Innisfree,Sunscreen,32.26,3.3,Niacinamide Jojoba Oil Aloe Vera Ceramides Tea Tree Oil Hyaluronic Acid,A pore minimizing and revitalizing sunscreen enriched with Niacinamide and Jojoba Oil,affordable,1.0,1.0,0.5,1.0,0.5
Tatcha Lipstick Sing,Tatcha,Lipstick,54.42,4.7,Vitamin C Tea Tree Oil Salicylic Acid Glycolic Acid,A mattifying and hydrating lipstick enriched with Vitamin C and Tea Tree Oil,premium,0.0,1.0,0.0,0.0,0.5
Laneige Moisturizer Majority,Laneige,Moisturizer,83.5,4.8,Green Tea Shea Butter Panthenol Aloe Vera Witch Hazel Calendula Allantoin Bisabolol,A brightening and hydrating moisturizer enriched with Green Tea and Shea Butter,luxury,1.0,0.5,1.0,0.5,0.5
Rare Beauty Sunscreen Republican,Rare Beauty,Sunscreen,88.73,3.8,Green Tea Vitamin E Hyaluronic Acid Aloe Vera Tea Tree Oil Peptides Coenzyme Q10 Ceramides,A pore minimizing and clarifying sunscreen enriched with Green Tea and Vitamin E,luxury,1.0,0.5,1.0,1.0,1.0
Maybelline Cleanser Call,Maybelline,Cleanser,46.35,4.7,Avocado Oil Calendula Hyaluronic Acid Argan Oil Glycerin,A soothing and revitalizing cleanser enriched with Avocado Oil and Calendula,affordable,1.0,0.0,0.5,1.0,0.0
Drunk Elephant Mask Down,Drunk Elephant,Mask,31.05,3.3,Squalane Vitamin E Tea Tree Oil Niacinamide Green Tea Aloe Vera,A anti aging and revitalizing mask enriched with Squalane and Vitamin E,affordable,1.0,1.0,1.0,1.0,1.0
Fenty Beauty Lipstick Social,Fenty Beauty,Lipstick,42.36,4.8,Niacinamide Hyaluronic Acid Antioxidants Aloe Vera Peptides,A brightening and calming lipstick enriched with Niacinamide and Hyaluronic Acid,affordable,1.0,0.5,0.5,1.0,1.0
Fenty Beauty Concealer Seek,Fenty Beauty,Concealer,63.62,3.6,Glycerin Hyaluronic Acid Vitamin E Green Tea Coenzyme Q10,A anti aging and pore minimizing concealer enriched with Glycerin and Hyaluronic Acid,premium,1.0,0.0,0.5,1.0,1.0
CeraVe Blush Already,CeraVe,Blush,24.92,4.2,Vitamin E Madecassoside Aloe Vera Hyaluronic Acid,A pore minimizing and mattifying blush enriched with Vitamin E and Madecassoside,budget,1.0,0.0,0.5,1.0,1.0
The Ordinary Eyeshadow Behavior,The Ordinary,Eyeshadow,42.35,4.8,Calendula Hyaluronic Acid Centella Asiatica Green Tea Panthenol Ceramides,A anti aging and hydrating eyeshadow enriched with Calendula and Hyaluronic Acid,affordable,1.0,0.0,1.0,0.5,0.0
Clinique Mask Sister,Clinique,Mask,60.08,3.2,Niacinamide Witch Hazel Clay Retinol Charcoal,A revitalizing and pore minimizing mask enriched with Niacinamide and Witch Hazel,premium,0.0,1.0,0.0,0.5,0.0
CeraVe Moisturizer But,CeraVe,Moisturizer,61.61,3.0,Aloe Vera Vitamin E Green Tea Ceramides Ceramides Jojoba Oil Hyaluronic Acid,A soothing and anti aging moisturizer enriched with Aloe Vera and Vitamin E,premium,1.0,0.0,1.0,1.0,1.0
L Oreal Lipstick Myself,L Oreal,Lipstick,69.83,4.1,Green Tea Vitamin E Squalane,A soothing and pore minimizing lipstick enriched with Green Tea and Vitamin E,luxury,0.5,0.0,0.5,0.5,0.5
Drunk Elephant Sunscreen Teach,Drunk Elephant,Sunscreen,60.39,3.6,Coenzyme Q10 Antioxidants Peptides Hyaluronic Acid Niacinamide Ceramides Niacinamide Clay,A anti aging and calming sunscreen enriched with Coenzyme Q10 and Antioxidants,premium,1.0,1.0,0.0,1.0,1.0
Neutrogena Lipstick Mention,Neutrogena,Lipstick,64.83,4.1,Green Tea Glycerin Squalane Zinc Calendula,A calming and nourishing lipstick enriched with Green Tea and Glycerin,premium,1.0,0.5,1.0,0.5,0.0
CeraVe Foundation Face,CeraVe,Foundation,83.21,4.3,Retinol Salicylic Acid Panthenol Vitamin E Witch Hazel Tea Tree Oil,A clarifying and hydrating foundation enriched with Retinol and Salicylic Acid,luxury,0.0,1.0,0.0,0.5,0.5
Glossier Mask Find,Glossier,Mask,47.73,3.0,Squalane Jojoba Oil Glycolic Acid Aloe Vera Vitamin E,A mattifying and calming mask enriched with Squalane and Jojoba Oil,affordable,1.0,0.0,0.5,1.0,1.0
CeraVe Foundation Goal,CeraVe,Foundation,10.74,4.0,Green Tea Ceramides Niacinamide Vitamin E Jojoba Oil Hyaluronic Acid,A soothing and revitalizing foundation enriched with Green Tea and Ceramides,budget,1.0,0.5,0.5,1.0,0.5
Clinique Eyeshadow Line,Clinique,Eyeshadow,18.1,4.7,Hyaluronic Acid Aloe Vera Vitamin E Peptides,A calming and anti aging eyeshadow enriched with Hyaluronic Acid and Aloe Vera,budget,1.0,0.0,0.5,1.0,1.0
Glossier Lipstick Quite,Glossier,Lipstick,27.37,3.4,Kaolin Glycolic Acid Retinol Squalane,A anti aging and pore minimizing lipstick enriched with Kaolin and Glycolic Acid,budget,0.5,0.0,0.0,0.0,0.0
NYX Eyeshadow Student,NYX,Eyeshadow,35.97,3.2,Jojoba Oil Coenzyme Q10 Hyaluronic Acid Ceramides,A mattifying and nourishing eyeshadow enriched with Jojoba Oil and Coenzyme Q10,affordable,1.0,0.0,0.0,1.0,0.5
NYX Cleanser Especially,NYX,Cleanser,12.72,4.1,Glycolic Acid Niacinamide Niacinamide Niacinamide Witch Hazel,A clarifying and pore minimizing cleanser enriched with Glycolic Acid and Niacinamide,budget,0.0,1.0,0.0,0.5,0.0
Rare Beauty Blush Environment,Rare Beauty,Blush,6.52,3.6,Hyaluronic Acid Glycerin Ceramides Madecassoside Ceramides Jojoba Oil Aloe Vera,A revitalizing and clarifying blush enriched with Hyaluronic Acid and Glycerin,budget,1.0,0.0,0.5,1.0,0.5
Rare Beauty Blush That,Rare Beauty,Blush,29.26,3.1,Oatmeal Bisabolol Ceramides Panthenol,A nourishing and brightening blush enriched with Oatmeal and Bisabolol,affordable,0.5,0.0,0.5,0.0,0.0
Rare Beauty Moisturizer Stay,Rare Beauty,Moisturizer,33.6,3.7,Hyaluronic Acid Glycerin Avocado Oil Vitamin E Argan Oil Jojoba Oil,A mattifying and soothing moisturizer enriched with Hyaluronic Acid and Glycerin,affordable,1.0,0.0,0.0,1.0,0.5
Rare Beauty Foundation Way,Rare Beauty,Foundation,22.45,3.7,Avocado Oil Jojoba Oil Argan Oil Hyaluronic Acid Hyaluronic Acid,A hydrating and clarifying foundation enriched with Avocado Oil and Jojoba Oil,budget,1.0,0.0,0.0,1.0,0.0
Fenty Beauty Lipstick Table,Fenty Beauty,Lipstick,36.48,4.2,Aloe Vera Coenzyme Q10 Vitamin E Glycolic Acid Hyaluronic Acid Aloe Vera Antioxidants,A calming and clarifying lipstick enriched with Aloe Vera and Coenzyme Q10,affordable,1.0,0.0,0.5,1.0,1.0
Maybelline Concealer Education,Maybelline,Concealer,76.55,4.8,Niacinamide Vitamin C Vitamin E,A nourishing and brightening concealer enriched with Niacinamide and Vitamin C,luxury,0.0,0.5,0.0,1.0,1.0
Innisfree Eyeshadow Nor,Innisfree,Eyeshadow,71.68,3.6,Calendula Bisabolol Allantoin Chamomile,A brightening and pore minimizing eyeshadow enriched with Calendula and Bisabolol,luxury,0.0,0.0,1.0,0.0,0.0
Maybelline Eyeshadow In,Maybelline,Eyeshadow,89.57,4.1,Bisabolol Calendula Avocado Oil,A brightening and calming eyeshadow enriched with Bisabolol and Calendula,luxury,0.0,0.0,0.5,0.0,0.0
Laneige Cleanser Analysis,Laneige,Cleanser,42.59,4.1,Vitamin E Squalane Tea Tree Oil Ceramides Green Tea,A brightening and anti aging cleanser enriched with Vitamin E and Squalane,affordable,1.0,0.5,0.5,0.5,0.5
Glossier Concealer Approach,Glossier,Concealer,86.63,3.5,Jojoba Oil Niacinamide Zinc Kaolin Tea Tree Oil,A soothing and pore minimizing concealer enriched with Jojoba Oil and Niacinamide,luxury,0.5,1.0,0.0,1.0,0.0
Maybelline Blush Floor,Maybelline,Blush,40.46,4.9,Hyaluronic Acid Niacinamide Squalane Squalane Jojoba Oil Ceramides,A hydrating and nourishing blush enriched with Hyaluronic Acid and Niacinamide,affordable,1.0,0.5,0.0,1.0,0.0
CeraVe Mask Phone,CeraVe,Mask,29.55,4.0,Hyaluronic Acid Aloe Vera Glycerin Jojoba Oil Ceramides,A hydrating and nourishing mask enriched with Hyaluronic Acid and Aloe Vera,affordable,1.0,0.0,0.5,1.0,0.5
Innisfree Moisturizer Hair,Innisfree,Moisturizer,70.65,4.5,Witch Hazel Glycolic Acid Salicylic Acid Niacinamide Aloe Vera Clay Zinc,A calming and mattifying moisturizer enriched with Witch Hazel and Glycolic Acid,luxury,0.5,1.0,0.5,1.0,0.5
Tatcha Eyeshadow Door,Tatcha,Eyeshadow,84.63,4.0,Madecassoside Shea Butter Panthenol Aloe Vera Bisabolol,A clarifying and anti aging eyeshadow enriched with Madecassoside and Shea Butter,luxury,1.0,0.0,0.5,0.5,0.5
Neutrogena Moisturizer Sort,Neutrogena,Moisturizer,68.9,3.9,Retinol Squalane Shea Butter Jojoba Oil Madecassoside Argan Oil,A calming and pore minimizing moisturizer enriched with Retinol and Squalane,premium,1.0,0.0,0.0,0.5,0.0
Innisfree Concealer Town,Innisfree,Concealer,56.86,4.6,Jojoba Oil Zinc Avocado Oil Kaolin Salicylic Acid,A soothing and calming concealer enriched with Jojoba Oil and Zinc,premium,0.5,1.0,0.0,0.5,0.0
The Ordinary Concealer Remain,The Ordinary,Concealer,46.61,3.1,Vitamin E Hyaluronic Acid Charcoal Allantoin,A revitalizing and clarifying concealer enriched with Vitamin E and Hyaluronic Acid,affordable,0.5,0.5,0.5,1.0,0.5
Glossier Eyeshadow Down,Glossier,Eyeshadow,47.41,5.0,Tea Tree Oil Calendula Vitamin E Argan Oil Aloe Vera Ceramides,A revitalizing and nourishing eyeshadow enriched with Tea Tree Oil and Calendula,affordable,1.0,0.5,1.0,1.0,1.0
Neutrogena Concealer Tree,Neutrogena,Concealer,15.01,3.1,Centella Asiatica Madecassoside Chamomile Oatmeal Allantoin,A brightening and anti aging concealer enriched with Centella Asiatica and Madecassoside,budget,0.0,0.0,1.0,0.0,0.0
The Ordinary Blush Mother,The Ordinary,Blush,14.94,4.7,Glycerin Ceramides Hyaluronic Acid Jojoba Oil Vitamin E Avocado Oil Bisabolol,A brightening and pore minimizing blush enriched with Glycerin and Ceramides,budget,1.0,0.0,0.0,1.0,0.5
Neutrogena Foundation Face,Neutrogena,Foundation,9.88,4.5,Peptides Ceramides Glycolic Acid Niacinamide Vitamin C Coenzyme Q10,A anti aging and hydrating foundation enriched with Peptides and Ceramides,budget,0.5,0.5,0.0,0.5,1.0
Estee Lauder Concealer Exist,Estee Lauder,Concealer,18.26,4.1,Ceramides Vitamin C Oatmeal Niacinamide Antioxidants Peptides Aloe Vera,A hydrating and brightening concealer enriched with Ceramides and Vitamin C,budget,1.0,0.5,1.0,1.0,1.0
NYX Serum Reach,NYX,Serum,73.7,5.0,Zinc Salicylic Acid Charcoal Vitamin C Jojoba Oil Retinol Clay Tea Tree Oil,A calming and brightening serum enriched with Zinc and Salicylic Acid,luxury,0.5,1.0,0.0,0.5,0.5
Maybelline Concealer Prove,Maybelline,Concealer,22.17,4.1,Hyaluronic Acid Jojoba Oil Squalane,A anti aging and revitalizing concealer enriched with Hyaluronic Acid and Jojoba Oil,budget,1.0,0.0,0.0,1.0,0.0
CeraVe Moisturizer Pattern,CeraVe,Moisturizer,70.53,4.8,Zinc Tea Tree Oil Charcoal Retinol Glycolic Acid Kaolin Madecassoside,A hydrating and brightening moisturizer enriched with Zinc and Tea Tree Oil,luxury,0.0,1.0,0.0,0.0,0.0
Neutrogena Concealer Full,Neutrogena,Concealer,46.88,4.3,Green Tea Vitamin E Aloe Vera Squalane Ceramides Vitamin E Glycerin,A calming and nourishing concealer enriched with Green Tea and Vitamin E,affordable,1.0,0.0,1.0,1.0,1.0
Tatcha Eyeshadow Ahead,Tatcha,Eyeshadow,30.49,3.2,Madecassoside Argan Oil Squalane Peptides,A pore minimizing and anti aging eyeshadow enriched with Madecassoside and Argan Oil,affordable,0.5,0.0,0.0,0.0,0.5
Laneige Mask Head,Laneige,Mask,57.34,5.0,Hyaluronic Acid Glycerin Argan Oil Shea Butter Madecassoside Aloe Vera Ceramides,A hydrating and mattifying mask enriched with Hyaluronic Acid and Glycerin,premium,1.0,0.0,0.5,1.0,0.5
NYX Foundation Difference,NYX,Foundation,29.3,4.9,Calendula Squalane Peptides Chamomile,A brightening and hydrating foundation enriched with Calendula and Squalane,affordable,0.5,0.0,1.0,0.0,0.5
The Ordinary Moisturizer Success,The Ordinary,Moisturizer,43.24,5.0,Charcoal Witch Hazel Clay Glycolic Acid,A brightening and hydrating moisturizer enriched with Charcoal and Witch Hazel,affordable,0.0,1.0,0.0,0.0,0.0
Rare Beauty Foundation Action,Rare Beauty,Foundation,10.71,3.2,Shea Butter Hyaluronic Acid Aloe Vera Argan Oil Ceramides,A soothing and revitalizing foundation enriched with Shea Butter and Hyaluronic Acid,budget,1.0,0.0,0.5,1.0,0.5
Fenty Beauty Sunscreen Over,Fenty Beauty,Sunscreen,38.54,3.3,Shea Butter Calendula Avocado Oil Aloe Vera Vitamin E Glycerin Antioxidants,A calming and mattifying sunscreen enriched with Shea Butter and Calendula,affordable,1.0,0.0,1.0,1.0,1.0
Tatcha Mask Could,Tatcha,Mask,66.58,3.5,Vitamin E Aloe Vera Niacinamide Ceramides Vitamin E,A calming and hydrating mask enriched with Vitamin E and Aloe Vera,premium,1.0,0.5,0.5,1.0,1.0
Neutrogena Lipstick Will,Neutrogena,Lipstick,40.22,4.0,Argan Oil Ceramides Jojoba Oil Avocado Oil Peptides Squalane,A revitalizing and brightening lipstick enriched with Argan Oil and Ceramides,affordable,1.0,0.0,0.0,0.5,0.5
Maybelline Foundation Onto,Maybelline,Foundation,21.43,4.7,Witch Hazel Charcoal Jojoba Oil Retinol Salicylic Acid,A mattifying and hydrating foundation enriched with Witch Hazel and Charcoal,budget,0.5,1.0,0.0,0.5,0.0
Estee Lauder Concealer Score,Estee Lauder,Concealer,17.72,3.8,Squalane Ceramides Bisabolol Jojoba Oil Glycerin Green Tea Argan Oil Hyaluronic Acid,A nourishing and revitalizing concealer enriched with Squalane and Ceramides,budget,1.0,0.0,0.5,1.0,0.0
Clinique Sunscreen Tax,Clinique,Sunscreen,45.98,3.4,Ceramides Coenzyme Q10 Vitamin E Niacinamide Peptides Tea Tree Oil Vitamin C,A calming and hydrating sunscreen enriched with Ceramides and Coenzyme Q10,affordable,0.5,1.0,0.0,1.0,1.0
Rare Beauty Cleanser Hit,Rare Beauty,Cleanser,88.5,4.8,Ceramides Squalane,A clarifying and soothing cleanser enriched with Ceramides and Squalane,luxury,1.0,0.0,0.0,0.0,0.0
Tatcha Lipstick Involve,Tatcha,Lipstick,59.28,3.5,Green Tea Jojoba Oil Glycerin,A calming and clarifying lipstick enriched with Green Tea and Jojoba Oil,premium,1.0,0.0,0.5,1.0,0.0
Estee Lauder Serum Participant,Estee Lauder,Serum,10.69,4.6,Glycerin Jojoba Oil Vitamin E,A anti aging and pore minimizing serum enriched with Glycerin and Jojoba Oil,budget,1.0,0.0,0.0,1.0,0.5
Rare Beauty Sunscreen Water,Rare Beauty,Sunscreen,86.95,3.8,Calendula Vitamin C Squalane Bisabolol,A mattifying and hydrating sunscreen enriched with Calendula and Vitamin C,luxury,0.5,0.0,0.5,0.0,0.5
Neutrogena Moisturizer Goal,Neutrogena,Moisturizer,23.03,3.6,Aloe Vera Vitamin C Antioxidants Salicylic Acid Ceramides,A nourishing and mattifying moisturizer enriched with Aloe Vera and Vitamin C,budget,1.0,0.5,0.5,0.5,1.0
The Ordinary Lipstick Now,The Ordinary,Lipstick,35.26,3.7,Ceramides Vitamin C Witch Hazel Antioxidants Bisabolol Vitamin E Niacinamide Hyaluronic Acid,A revitalizing and anti aging lipstick enriched with Ceramides and Vitamin C,affordable,1.0,1.0,0.0,1.0,1.0
The Ordinary Foundation Both,The Ordinary,Foundation,22.46,4.3,Centella Asiatica Ceramides Antioxidants Peptides Aloe Vera Coenzyme Q10 Vitamin E,A soothing and anti aging foundation enriched with Centella Asiatica and Ceramides,budget,1.0,0.0,1.0,1.0,1.0
Innisfree Blush Which,Innisfree,Blush,55.01,3.7,Vitamin C Glycerin Jojoba Oil,A soothing and calming blush enriched with Vitamin C and Glycerin,premium,1.0,0.0,0.0,1.0,0.5
Tatcha Moisturizer Turn,Tatcha,Moisturizer,66.88,3.1,Panthenol Niacinamide Hyaluronic Acid Coenzyme Q10 Ceramides Niacinamide,A revitalizing and mattifying moisturizer enriched with Panthenol and Niacinamide,premium,1.0,0.5,0.0,1.0,0.5
